"Date","ADS","AIR","ALV","BAS","BAYN","BMW","BNR","CON","X1COV","DBK","DB1","DTE","DHL","EOAN","FRE","HEI","HEN3","IFX","MBG","MRK","MTX","MUV2","PAH3","QIA","RWE","SAP","SRT3","SIE","SHL","SY1","VOW3","VNA","ZAL","RHM","CBK","P911","ENR","BEI","DTG","HNR1"
"2023-06-01",-0.00501640395917949,0.0275828426108297,0.0211020932187287,0.00979389820301797,-0.00460299312819902,0.0155024087601216,0.0103570818489316,0.0160565492827068,0.0080420712641707,0.0107640007416375,0.012693547965228,0.0144612651177362,0.00535079630687416,0.00132621267337878,0.00625243636022089,0.0203349147248167,-0.000536637362264384,0.0237546836187223,0.011322935155626,0.00860212680497517,0.0101946179755538,0.0170659243058752,0.0061656365670738,0.0097133261169752,-0.000766869777728864,0.00572924106525725,0.0239234837122837,0.0217815870623271,0.00831755328356829,0.0107021767449012,0.012866743180055,-0.0116550180747721,-0.0207101092577785,0.0109983373801912,0.0284782535654299,0,0.0139005866422743,0.00125892970203998,0.00282685496744472,0.0259739821953797
"2023-06-02",0.0582459713652459,0.0196949567427948,0.0291381149735209,0.0432553183694728,0.0136801515262653,0.0257004830161565,0.0180738734983945,0.0537294438246908,0.0638239282589211,0.0296513844879029,0.0125343461250723,-0.0906152875531662,0.0143110451364085,-0.00044154383926907,0.018640758921798,0.0240328198498639,0.00402694122409311,0.007031357928359,0.0238096181626322,0.0179714262914863,0.00779816329137704,0.00853694088061925,0.0371504963684126,0.0192397700728198,0.00613976717043228,0.0120442643044632,0.0389408397937383,0.0165943721343327,0.00862385444109481,0,0.0293021008564514,0.0521815689964426,0.0241692336881003,0.00460252264097096,0.0120482276469002,0.0159277256247162,0.0137100094678048,0.0113160566909008,0.0327695634043699,-0.000973662282187305
"2023-06-05",-0.00764795332264466,-0.0132398340260921,-0.000951668866043332,-0.00544984762631752,-0.00931382716212907,0.00263751218494462,-0.000529966152971804,0.00659872344669607,-0.00594775156780342,-0.0168323219117369,-0.0150966221089178,0.0155711473959251,-0.00886190435405694,-0.00309182133960327,-0.0118185082482838,-0.00114480571000346,-0.00320863200677378,-0.0120094969029767,-0.0027685545752136,0.00748051643842994,-0.00819302973105382,-0.0116754917550666,0.0192023715392849,-0.014732990253633,-0.00559375042504071,-0.010292686387665,0,-0.00477141768289184,-0.00706322068732002,-0.0194953255806306,0.008227771133298,-0.0089661243088195,-0.0379793751759564,-0.0154102863278943,-0.00751883462711232,0.00338984922162296,-0.00819667453760582,-0.0107750316998924,0.00409420113274453,-0.0146199158242076
"2023-06-06",0.00871754848969403,0.00536702822114571,0.00261963977292989,0.00483502897644694,0.00306979067016999,0.00244264324888113,0.00212088132660582,-0.00655546574120556,0.005983338981612,0.00907591778062367,0.00367866447239059,-0.00936413014932289,-0.00611761706912026,-0.00310149833455781,-0.00154324519326996,0.00544414402658515,0.00321896046635467,0.00381622939969173,-0.000138817745428575,0.0127709512569356,0.0165213493039265,-0.00767867110970607,0,0.00327100028199903,0.0102275109010442,0.00259993188038418,0.0284857524475326,-0.00100938742182596,-0.0014974757699742,0.0123133042252588,0.0122408737300368,0.016115412058031,-0.0222307366927543,-0.00507615571393696,0.0117845026009666,-0.0177365002000079,0.00702479631960349,-0.00083783711029308,0.00475703245070725,-0.00840744794479885
"2023-06-07",-0.00263021686996393,-0.00675144295272501,-0.00783846192728449,-0.00662951620221528,-0.00286911199434364,0.00168695179950365,0.000264562477393229,0.00989796657755231,0.00930955850524738,0.00286182751266872,-0.00427610856219769,-0.0131920663410199,-0.00414310495142905,0.0102222410906762,0,0.00997431359559403,0.00347580878511696,0.0304139864252008,0.00610860046234182,-0.00850434993289951,-0.000902877121634409,-0.019940479133093,0.00181153174197835,-0.0211923155388408,-0.00632756705300768,0.000810407018539695,-0.00029161458732691,0.000631554120615115,-0.0134983685308696,-0.0305085196696694,0.00241854274620156,0.0125209025061136,-0.0266562249735231,0.00552722574866402,0.0216306571096915,0.00472914922308256,-0.00246209976301689,-0.00964365737875211,0.0128508437103854,-0.0351621531953559
"2023-06-08",-0.00150698584667209,0.000158101658211498,0.000239417382299936,0.0090418910978229,-0.00345294384089624,0.0101048163203452,0.00370278795443339,0.0193050505895058,0.00230592250583511,0.00519765004877124,0.00582825324342115,-0.00747375021006147,0.0086770476753056,-0.00307966646047558,0.00463681774052437,0.0217268467719891,0.0133226791097982,0.00163986350873181,0.00731334514983193,0.000887230502707832,0,0.000303611409678344,0.00831831349906489,0.00666194232286361,-0.00203762707116301,0.000809688232808589,-0.0282880886752689,0.00189307039181014,-0.00190035834759138,-0.00966675890779225,0.0114203611499242,-0.00467155600856628,-0.00724930752029321,-0.000422834111844681,0.00570032111105336,0.00470688963960044,-0.0209790308550354,-0.00296353259124402,0.0237062016276279,-0.00129228027647777
"2023-06-09",0.00616274062648474,0.014698813352057,-0.00454761061170623,-0.0180285602266463,-0.015399402582244,0.00111155895994169,-0.0442687879445458,0.00349650551059594,-0.00178935830101086,-0.00202774677288085,0.00518448607359143,0.00996925288403363,-0.01484797500527,0.00617827257087001,-0.00653846447284227,-0.00718030369017997,-0.0170916614481723,0.00491132588336093,-0.00547946254897069,-0.00384153195682556,0.0171712807852614,-0.0182149014316412,0.0125538234262398,-0.00330888217034419,0.0165902008657862,-0.00323625768747212,-0.0144057961278499,-0.00390521672188228,-0.00342733547035668,-0.0434060221466946,0.00413481849690766,0.0314742186872248,-0.0125760434377191,0.0173435320226104,-0.00566801162473121,-0.00596257109302938,-0.00336134143993704,-0.00467098044309904,-0.00260926266139945,-0.0199275342184071
"2023-06-12",0.0552499701546475,0.00856701150839534,0.00312574175596552,0.00586634460189948,-0.000781963985327743,0.0190599255290839,0.0209539178125426,0.0127759259142324,0.0225352390603926,0.00132067358740522,0.000910179309962013,-0.00210007452278938,0.00753597577094546,-0.00350876337256483,-0.0150986988308339,0.0152990308378524,0.00508284295059763,0.0270159957306203,0.0137741312085267,0.00266986295732027,0.0182140615876156,0.00525673082059424,0.00637615502783598,0.00616542890119298,-0.00401722947940849,0.00389613060907894,0.0271011239261155,0.0166941203801415,0.00726024594653114,-0.00868432504821896,0.0254988949007114,-0.00642402869244892,0.0156121264742965,0.0357588656585877,0.00895753366319054,0.00642677949132802,0.00716695114734628,0.011945422819826,0.0222367882507251,0.0095061455486187
"2023-06-13",0.0234541831026018,0.0043243821549603,0.00167785312467012,0.0102603274695078,0.00332611631912562,0.0174323375510938,0.00135031885018976,0.0126146473100681,0.0282995507006977,0.000405817480725471,0.0121249089868737,-0.00547203794738682,0.0204202138876906,-0.00528167721439846,-0.00393083252242167,0.00246575020705864,0.000532352272245228,0.0148049858374728,0.0105977233046994,-0.00295858476066179,0.00479933248170081,0.000307631100384697,0.0137275483267855,0.00400662297828145,-0.0010081846588171,0.0127749303602698,-0.00088944637561153,0.0228884060388552,0.00720784098676257,-0.00613225692982647,0.0103475067842141,-0.0169718393616201,0.0258900208242058,-0.00481741689592185,0.0179581310508941,0.0076627930083333,-0.00795306117886407,0.00843174287493175,0.0179141986334645,-0.00130782957341522
"2023-06-14",0.010995377495119,-0.0038444264713142,0.00382869088986404,0.00138976400316271,0.010140358600341,0.00749601145617299,-0.000269699589598229,0.0178368729382658,-0.0058451454076892,0.00709947255173548,0.000299517094038875,0.0126970669046276,0.0157068750055843,-0.00221242787290272,0.00907654068079437,0.0049193704753505,-0.0130353788431373,0.0123746521819955,0.0130411496051961,-0.00207723747080648,-0.0173686806708576,0.006764927219118,0.00590276500754797,-0.00610328571190601,0.00807460949495739,0.00175630991731224,0.00949563210722855,-0.000729697644480633,-0.00677957987817665,0.0215954123259966,0.00687866566569547,0.036174224967553,0.0417980851904877,-0.0104880658740965,0.00941524135396398,-0.00929446692939638,0,-0.0012541928800252,0.0201132009392065,0.00183339126203658
